date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:28:41	67414/67414	---M-Z	200	added ('OK')	text/html	etag:%2233913-1690363063;gz%22	https://ride-e.bike/maksymalny-zasieg-roweru-elektrycznego-wszystko-co-musisz-wiedziec/	yes/websitedemo01/ride-e.bike/maksymalny-zasieg-roweru-elektrycznego-wszystko-co-musisz-wiedziec/index.html	(from https://ride-e.bike/)
19:28:41	54589/54589	---MCZ	200	added ('OK')	text/html	etag:%2234145-1690391980;gz%22	https://ride-e.bike/idzie-mroz-wszystko-co-zima-musisz-wiedziec-o-rowerach-elektrycznych/	yes/websitedemo01/ride-e.bike/idzie-mroz-wszystko-co-zima-musisz-wiedziec-o-rowerach-elektrycznych/index.html	(from https://ride-e.bike/)
19:28:41	57886/57886	---MCZ	200	added ('OK')	text/html	etag:%2234035-1690368333;gz%22	https://ride-e.bike/berria-mako-hybrid-gt-co-oferuje-mocny-e-mtb-z-silnikiem-polini/	yes/websitedemo01/ride-e.bike/berria-mako-hybrid-gt-co-oferuje-mocny-e-mtb-z-silnikiem-polini/index.html	(from https://ride-e.bike/)
19:28:41	65428/65428	---MCZ	200	added ('OK')	text/html	etag:%2234006-1690366054;gz%22	https://ride-e.bike/zwift-hub-trenazer-interaktywny-bezposrednio-od-zwifta/	yes/websitedemo01/ride-e.bike/zwift-hub-trenazer-interaktywny-bezposrednio-od-zwifta/index.html	(from https://ride-e.bike/)
19:28:42	73192/73192	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2026%20Jul%202023%2017:28:34%20GMT	https://ride-e.bike/wp-content/litespeed/js/5cf467c27de343c37d4738fd046bad3c.js?ver=bad3c	yes/websitedemo01/ride-e.bike/wp-content/litespeed/js/5cf467c27de343c37d4738fd046bad3c0d84.js	(from https://ride-e.bike/)
19:28:43	69829/69829	---MCZ	200	added ('OK')	text/html	etag:%2234005-1690366054;gz%22	https://ride-e.bike/jaki-zegarek-na-rower/	yes/websitedemo01/ride-e.bike/jaki-zegarek-na-rower/index.html	(from https://ride-e.bike/)
19:28:43	55549/55549	---MCZ	200	added ('OK')	text/html	etag:%2233838-1690353103;gz%22	https://ride-e.bike/mniejszy-ale-mocniejszy-nowy-silnik-yamaha-pw-s2/	yes/websitedemo01/ride-e.bike/mniejszy-ale-mocniejszy-nowy-silnik-yamaha-pw-s2/index.html	(from https://ride-e.bike/)
19:28:43	54454/54454	---MCZ	200	added ('OK')	text/html	etag:%2233885-1690358974;gz%22	https://ride-e.bike/silnik-stworzony-do-wyscigow-e-mtb-poznajcie-boscha-cx-race-limited-edition/	yes/websitedemo01/ride-e.bike/silnik-stworzony-do-wyscigow-e-mtb-poznajcie-boscha-cx-race-limited-edition/index.html	(from https://ride-e.bike/)
19:28:43	53890/53890	---M-Z	200	added ('OK')	text/html	etag:%2234148-1690392523;gz%22	https://ride-e.bike/europejski-tydzien-zrownowazonego-transportu-w-bydgoszczy-bedzie-szansa-przetestowac-rowery-elektryczne/	yes/websitedemo01/ride-e.bike/europejski-tydzien-zrownowazonego-transportu-w-bydgoszczy-bedzie-szansa-przetestowac-rowery-elektryczne/index.html	(from https://ride-e.bike/)
19:28:44	64522/64522	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2026%20Jul%202023%2017:28:43%20GMT	https://ride-e.bike/wp-content/litespeed/js/b44c9ab8dceeae9784990a13666d35db.js?ver=d35db	yes/websitedemo01/ride-e.bike/wp-content/litespeed/js/b44c9ab8dceeae9784990a13666d35db1419.js	(from https://ride-e.bike/)
19:28:45	53101/53101	---MCZ	200	added ('OK')	text/html	etag:%2233900-1690361581;gz%22	https://ride-e.bike/giro-ethos-mips-kask-rowerowy-z-lampkami-i-funkcja-kierunkowskazu/	yes/websitedemo01/ride-e.bike/giro-ethos-mips-kask-rowerowy-z-lampkami-i-funkcja-kierunkowskazu/index.html	(from https://ride-e.bike/)
19:28:45	60710/60710	---M-Z	200	added ('OK')	text/html	etag:%2234149-1690392525;gz%22	https://ride-e.bike/hyena-wkracza-do-gry-tajwanski-producent-probuje-zaistniec-w-usa-i-europie/	yes/websitedemo01/ride-e.bike/hyena-wkracza-do-gry-tajwanski-producent-probuje-zaistniec-w-usa-i-europie/index.html	(from https://ride-e.bike/)
19:28:45	56009/56009	---M-Z	200	added ('OK')	text/html	etag:%2234150-1690392525;gz%22	https://ride-e.bike/dedykowane-kola-do-lekkich-rowerow-elektrycznych-dt-swiss-hybrid-mtb-ls/	yes/websitedemo01/ride-e.bike/dedykowane-kola-do-lekkich-rowerow-elektrycznych-dt-swiss-hybrid-mtb-ls/index.html	(from https://ride-e.bike/)
19:28:45	57291/57291	---M-Z	200	added ('OK')	text/html	etag:%2234151-1690392525;gz%22	https://ride-e.bike/radary-rowerowe-bryton-gardia-magene-l508/	yes/websitedemo01/ride-e.bike/radary-rowerowe-bryton-gardia-magene-l508/index.html	(from https://ride-e.bike/)
19:28:46	7040/7040	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2026%20Jul%202023%2017:28:45%20GMT	https://ride-e.bike/wp-content/litespeed/js/6b7576070594a5937f49f2aaa7f02958.js?ver=02958	yes/websitedemo01/ride-e.bike/wp-content/litespeed/js/6b7576070594a5937f49f2aaa7f029582ba4.js	(from https://ride-e.bike/)
19:28:47	56676/56676	---MCZ	200	added ('OK')	text/html	etag:%2234010-1690366071;gz%22	https://ride-e.bike/shimano-cues/	yes/websitedemo01/ride-e.bike/shimano-cues/index.html	(from https://ride-e.bike/)
19:28:47	56495/56495	---MCZ	200	added ('OK')	text/html	etag:%2234077-1690376236;gz%22	https://ride-e.bike/nowosci-z-japonii-nowy-silnik-shimano-ep6-i-zmiana-ep800-w-ep801/	yes/websitedemo01/ride-e.bike/nowosci-z-japonii-nowy-silnik-shimano-ep6-i-zmiana-ep800-w-ep801/index.html	(from https://ride-e.bike/)
19:28:47	54482/54482	---M-Z	200	added ('OK')	text/html	etag:%2234152-1690392527;gz%22	https://ride-e.bike/rowery/rowery-elektryczne-dzieciece/	yes/websitedemo01/ride-e.bike/rowery/rowery-elektryczne-dzieciece/index.html	(from https://ride-e.bike/)
19:28:48	13598/13598	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2026%20Jul%202023%2017:28:47%20GMT	https://ride-e.bike/wp-content/litespeed/js/75ddbdb0e856a1a95d47fa2ad1a75079.js?ver=75079	yes/websitedemo01/ride-e.bike/wp-content/litespeed/js/75ddbdb0e856a1a95d47fa2ad1a75079e689.js	(from https://ride-e.bike/)
19:28:48	86414/86414	---M-Z	200	added ('OK')	text/html	etag:%2234153-1690392528;gz%22	https://ride-e.bike/rowery/rowery-elektryczne-crossowe/	yes/websitedemo01/ride-e.bike/rowery/rowery-elektryczne-crossowe/index.html	(from https://ride-e.bike/)
19:28:49	81495/81495	---MCZ	200	added ('OK')	text/html	etag:%2233920-1690363354;gz%22	https://ride-e.bike/rowery/rowery-elektryczne-mtb/	yes/websitedemo01/ride-e.bike/rowery/rowery-elektryczne-mtb/index.html	(from https://ride-e.bike/)
19:28:49	73048/73048	---MCZ	200	added ('OK')	text/html	etag:%2233903-1690362377;gz%22	https://ride-e.bike/rowery/rowery-elektryczne-szosowe-i-gravelove/	yes/websitedemo01/ride-e.bike/rowery/rowery-elektryczne-szosowe-i-gravelove/index.html	(from https://ride-e.bike/)
19:28:50	3683/3683	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2020%20Jul%202023%2005:56:37%20GMT	https://ride-e.bike/wp-content/plugins/litespeed-cache/assets/js/instant_click.min.js	yes/websitedemo01/ride-e.bike/wp-content/plugins/litespeed-cache/assets/js/instant_click.min.js	(from https://ride-e.bike/)
19:28:51	87965/87965	---M-Z	200	added ('OK')	text/html	etag:%2234155-1690392530;gz%22	https://ride-e.bike/rowery/rowery-elektryczne-trekkingowe/	yes/websitedemo01/ride-e.bike/rowery/rowery-elektryczne-trekkingowe/index.html	(from https://ride-e.bike/)
19:28:52	50368/50368	---M-Z	200	added ('OK')	text/html	etag:%2234156-1690392531;gz%22	https://ride-e.bike/producent/bafang/	yes/websitedemo01/ride-e.bike/producent/bafang/index.html	(from https://ride-e.bike/)
19:28:52	80968/80968	---MCZ	200	added ('OK')	text/html	etag:%2234154-1690392530;gz%22	https://ride-e.bike/rowery/rowery-elektryczne-miejskie/	yes/websitedemo01/ride-e.bike/rowery/rowery-elektryczne-miejskie/index.html	(from https://ride-e.bike/)
19:28:53	48323/48323	---MCZ	200	added ('OK')	text/html	etag:%2233916-1690363290;gz%22	https://ride-e.bike/producent/bosch/	yes/websitedemo01/ride-e.bike/producent/bosch/index.html	(from https://ride-e.bike/)
19:28:53	72703/72703	---MCZ	200	added ('OK')	text/html	etag:%2233923-1690363623;gz%22	https://ride-e.bike/silniki/	yes/websitedemo01/ride-e.bike/silniki/index.html	(from https://ride-e.bike/)
19:28:53	39751/39751	---M-Z	200	added ('OK')	text/html	etag:%2234157-1690392533;gz%22	https://ride-e.bike/producent/panasonic/	yes/websitedemo01/ride-e.bike/producent/panasonic/index.html	(from https://ride-e.bike/)
19:28:54	43222/43222	---MCZ	200	added ('OK')	text/html	etag:%2233921-1690363365;gz%22	https://ride-e.bike/producent/mahle/	yes/websitedemo01/ride-e.bike/producent/mahle/index.html	(from https://ride-e.bike/)
19:28:54	57321/57321	---M-Z	200	added ('OK')	text/html	etag:%2234158-1690392534;gz%22	https://ride-e.bike/producent/shimano/	yes/websitedemo01/ride-e.bike/producent/shimano/index.html	(from https://ride-e.bike/)
19:28:55	69790/69790	---M-Z	200	added ('OK')	text/html	etag:%2234159-1690392534;gz%22	https://ride-e.bike/marki/kellys/	yes/websitedemo01/ride-e.bike/marki/kellys/index.html	(from https://ride-e.bike/)
19:28:55	86904/86904	---M-Z	200	added ('OK')	text/html	etag:%2234160-1690392535;gz%22	https://ride-e.bike/marki/superior/	yes/websitedemo01/ride-e.bike/marki/superior/index.html	(from https://ride-e.bike/)
19:28:56	59275/59275	---MCZ	200	added ('OK')	text/html	etag:%2234130-1690387769;gz%22	https://ride-e.bike/marki/ecobike/	yes/websitedemo01/ride-e.bike/marki/ecobike/index.html	(from https://ride-e.bike/)
19:28:56	93797/93797	---MCZ	200	added ('OK')	text/html	etag:%2233915-1690363288;gz%22	https://ride-e.bike/marki/Orbea/	yes/websitedemo01/ride-e.bike/marki/Orbea/index.html	(from https://ride-e.bike/)
19:28:57	136822/136822	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2022%20Mar%202022%2015:22:51%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-brands-400.eot	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-brands-400.eot	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:28:57	47364/47364	---M-Z	200	added ('OK')	text/html	etag:%2234161-1690392537;gz%22	https://ride-e.bike/polityka-prywatnosci/	yes/websitedemo01/ride-e.bike/polityka-prywatnosci/index.html	(from https://ride-e.bike/)
19:28:58	42717/42717	---M-Z	200	added ('OK')	text/html	etag:%2234162-1690392537;gz%22	https://ride-e.bike/redakcja/	yes/websitedemo01/ride-e.bike/redakcja/index.html	(from https://ride-e.bike/)
19:28:58	136822/136822	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2022%20Mar%202022%2015:22:51%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-brands-400.eot?	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:28:58	78460/78460	---M--	200	added ('OK')	font/woff2	date:Tue,%2022%20Mar%202022%2015:22:54%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-brands-400.woff2	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-brands-400.woff2	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:28:59	92136/92136	---M--	200	added ('OK')	font/woff	date:Tue,%2022%20Mar%202022%2015:22:54%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-brands-400.woff	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-brands-400.woff	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:29:00	136516/136516	---M--	200	added ('OK')	font/ttf	date:Tue,%2022%20Mar%202022%2015:22:53%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-brands-400.ttf	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-brands-400.ttf	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:29:02	747545/747545	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2022%20Mar%202022%2015:22:52%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-brands-400.svg	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-brands-400.svg	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:29:02	34350/34350	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2022%20Mar%202022%2015:22:55%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-regular-400.eot	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-regular-400.eot	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:29:03	34350/34350	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2022%20Mar%202022%2015:22:55%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-regular-400.eot?	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:29:04	13548/13548	---M--	200	added ('OK')	font/woff2	date:Tue,%2022%20Mar%202022%2015:22:57%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-regular-400.woff2	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-regular-400.woff2	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:29:05	16772/16772	---M--	200	added ('OK')	font/woff	date:Tue,%2022%20Mar%202022%2015:22:57%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-regular-400.woff	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-regular-400.woff	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:29:06	34052/34052	---M--	200	added ('OK')	font/ttf	date:Tue,%2022%20Mar%202022%2015:22:56%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-regular-400.ttf	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-regular-400.ttf	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:29:07	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2022%20Mar%202022%2015:22:55%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-regular-400.svg	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-regular-400.svg	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:29:09	204814/204814	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2022%20Mar%202022%2015:22:58%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-solid-900.eot	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-solid-900.eot	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:29:10	204814/204814	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2022%20Mar%202022%2015:22:58%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-solid-900.eot?	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:29:10	80300/80300	---M--	200	added ('OK')	font/woff2	date:Tue,%2022%20Mar%202022%2015:23:01%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-solid-900.woff2	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-solid-900.woff2	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:29:11	104280/104280	---M--	200	added ('OK')	font/woff	date:Tue,%2022%20Mar%202022%2015:23:00%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-solid-900.woff	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-solid-900.woff	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:29:13	204528/204528	---M--	200	added ('OK')	font/ttf	date:Tue,%2022%20Mar%202022%2015:23:00%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-solid-900.ttf	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-solid-900.ttf	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:29:14	917575/917575	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2022%20Mar%202022%2015:22:59%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-solid-900.svg	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/font-awesome/webfonts/fa-solid-900.svg	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:29:14	85120/85120	---M--	200	added ('OK')	font/woff2	date:Tue,%2022%20Mar%202022%2015:21:59%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?231ce25e89ab5804f9a6c427b8d325c9	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/bootstrap-icons/fonts/bootstrap-iconsfb95.woff2	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:29:15	113532/113532	---M--	200	added ('OK')	font/woff	date:Tue,%2022%20Mar%202022%2015:21:59%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff?231ce25e89ab5804f9a6c427b8d325c9	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/vendor/bootstrap-icons/fonts/bootstrap-iconsfb95.woff	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:29:16	2322/2322	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2022%20Mar%202022%2015:21:38%20GMT	https://ride-e.bike/wp-content/themes/ridee/assets/images/home-icon.svg	yes/websitedemo01/ride-e.bike/wp-content/themes/ridee/assets/images/home-icon.svg	(from https://ride-e.bike/wp-content/litespeed/css/64a478499753767442d68f4d57c59fe8.css?ver=fcdb3)
19:29:17	65510/65510	---M-Z	200	added ('OK')	text/html	etag:%2234163-1690392557;gz%22	https://ride-e.bike/page/3/	yes/websitedemo01/ride-e.bike/page/3/index.html	(from https://ride-e.bike/page/2/)
19:29:18	79540/79540	---MCZ	200	added ('OK')	text/html	etag:%2234043-1690368671;gz%22	https://ride-e.bike/rowery/page/2/	yes/websitedemo01/ride-e.bike/rowery/page/2/index.html	(from https://ride-e.bike/rowery/)
19:29:18	12262/12262	---MCZ	200	added ('OK')	application/rss+xml	etag:%229980dcbe0d7eff52fa1839f917cf5c9f%22	https://ride-e.bike/rowery/feed/	yes/websitedemo01/ride-e.bike/rowery/feed/index.html	(from https://ride-e.bike/rowery/)
19:29:18	42512/42512	---MCZ	200	added ('OK')	text/html	etag:%2234036-1690368622;gz%22	https://ride-e.bike/rower-elektryczny/ridley-kanzo-e-rival/	yes/websitedemo01/ride-e.bike/rower-elektryczny/ridley-kanzo-e-rival/index.html	(from https://ride-e.bike/rowery/)
19:29:18	1513/1513	---M--	200	added ('OK')	application/json	etag:%2234164-1690392558;;;%22	https://ride-e.bike/wp-json/wp/v2/categories/1	yes/websitedemo01/ride-e.bike/wp-json/wp/v2/categories/1.json	(from https://ride-e.bike/newsy/)
19:29:21	43516/43516	---MCZ	200	added ('OK')	text/html	etag:%2233924-1690364401;gz%22	https://ride-e.bike/rower-elektryczny/unity-raggio/	yes/websitedemo01/ride-e.bike/rower-elektryczny/unity-raggio/index.html	(from https://ride-e.bike/rowery/)
